date,notebook_username,hits,notebook_name, notebook_url,url,username_id,repo_name,owner_url
2020-02-17,reikoNeko,Self-examination.ipynb,https://github.com/reikoNeko/Notebooks/blob/eeb9a2f41f6ace87ae29cfa8d61bf9fe4587de51/Self-examination.ipynb,https://api.github.com/repos/reikoNeko/Notebooks,7728615,Notebooks,https://api.github.com/users/reikoNeko
2020-02-17,SoCorner,stairs_for_plot_100.000000.ipynb,https://github.com/SoCorner/Storm-simulation/blob/1333c9b21364ea2b62476af32d4a17a0ed7ae7a6/Outputs/stairs_for_plot_100.000000.ipynb,https://api.github.com/repos/SoCorner/Storm-simulation,34573739,Storm-simulation,https://api.github.com/users/SoCorner
2020-02-17,dkorzhevin,Untitled-checkpoint.ipynb,https://github.com/dkorzhevin/code/blob/b96ffcf4937ecec5a82963679e30d63e7e744365/Python/jupyter/.ipynb_checkpoints/Untitled-checkpoint.ipynb,https://api.github.com/repos/dkorzhevin/code,762235,code,https://api.github.com/users/dkorzhevin
2020-02-17,animohan,Untitled6-checkpoint.ipynb,https://github.com/animohan/pydataanalysis/blob/820aff1b587669eaef184e24be2f05a169378aeb/.ipynb_checkpoints/Untitled6-checkpoint.ipynb,https://api.github.com/repos/animohan/pydataanalysis,6019207,pydataanalysis,https://api.github.com/users/animohan
2020-02-17,YoheiKoga,02_nbconvert.ipynb,https://github.com/YoheiKoga/programming_training/blob/9bb6dcccf3e91b47dea49eaaf3d9a7e60df6c316/ipython_datascience_cookbook/3chapter/02_nbconvert.ipynb,https://api.github.com/repos/YoheiKoga/programming_training,8132567,programming_training,https://api.github.com/users/YoheiKoga
2020-02-17,SoCorner,stairs_for_plot_10000.000000.ipynb,https://github.com/SoCorner/Storm-simulation/blob/1333c9b21364ea2b62476af32d4a17a0ed7ae7a6/Outputs/stairs_for_plot_10000.000000.ipynb,https://api.github.com/repos/SoCorner/Storm-simulation,34573739,Storm-simulation,https://api.github.com/users/SoCorner
2020-02-17,takluyver,Notebook file format.ipynb,https://github.com/takluyver/jupyter-intro-xfel-jan17/blob/8ecbd9f4ca7025160adf9d6676135f3516112777/Notebook%20file%20format.ipynb,https://api.github.com/repos/takluyver/jupyter-intro-xfel-jan17,327925,jupyter-intro-xfel-jan17,https://api.github.com/users/takluyver
2020-02-17,LanceB57,11.3.2018-checkpoint.ipynb,https://github.com/LanceB57/Veritas_LB/blob/ed9116147264e8f2e1c06c2a0d75092e036cf008/.ipynb_checkpoints/11.3.2018-checkpoint.ipynb,https://api.github.com/repos/LanceB57/Veritas_LB,34176107,Veritas_LB,https://api.github.com/users/LanceB57
2020-02-17,LanceB57,11.3.2018.ipynb,https://github.com/LanceB57/Veritas_LB/blob/ed9116147264e8f2e1c06c2a0d75092e036cf008/11.3.2018.ipynb,https://api.github.com/repos/LanceB57/Veritas_LB,34176107,Veritas_LB,https://api.github.com/users/LanceB57
2020-02-17,PacktPublishing,Spark File Words.ipynb,https://github.com/PacktPublishing/Jupyter-for-Data-Science-V-/blob/c7e97081864dc437f49aa0ce0fa360742b6b8930/Section%205/Spark%20File%20Words.ipynb,https://api.github.com/repos/PacktPublishing/Jupyter-for-Data-Science-V-,10974906,Jupyter-for-Data-Science-V-,https://api.github.com/users/PacktPublishing
2020-02-17,SoCorner,karman_for_plot_10000.000000.ipynb,https://github.com/SoCorner/Storm-simulation/blob/1333c9b21364ea2b62476af32d4a17a0ed7ae7a6/Outputs/karman_for_plot_10000.000000.ipynb,https://api.github.com/repos/SoCorner/Storm-simulation,34573739,Storm-simulation,https://api.github.com/users/SoCorner
2020-02-17,thespud56,Untitled-checkpoint.ipynb,https://github.com/thespud56/Wine_Predictions/blob/9dd65ec29fb4e39f78058750224d4ddddae7f886/.ipynb_checkpoints/Untitled-checkpoint.ipynb,https://api.github.com/repos/thespud56/Wine_Predictions,3090528,Wine_Predictions,https://api.github.com/users/thespud56
2020-02-17,Atif8Ted,Lect3_unix_commands_in_Jupyter.ipynb,https://github.com/Atif8Ted/Python_for_dataScience_edx_UCSandiegoX/blob/a70d68544a0ed310cc5e14a62b75b0ad83de379f/week3/Lect3_unix_commands_in_Jupyter.ipynb,https://api.github.com/repos/Atif8Ted/Python_for_dataScience_edx_UCSandiegoX,10879794,Python_for_dataScience_edx_UCSandiegoX,https://api.github.com/users/Atif8Ted
2020-02-17,Shreyansh-Sharan,Titanic.ipynb,https://github.com/Shreyansh-Sharan/Titanic/blob/9f4ff0fd763620b58a0c8c66ddf615ef05c94018/Titanic%20Survival%20Prediction/Titanic.ipynb,https://api.github.com/repos/Shreyansh-Sharan/Titanic,43218509,Titanic,https://api.github.com/users/Shreyansh-Sharan
2020-02-17,Atif8Ted,Lect3_unix_commands_in_Jupyter.ipynb,https://github.com/Atif8Ted/Backup/blob/6a4d51b4333a02963a4ef9e9383290d263df0f66/week3/Lect3_unix_commands_in_Jupyter.ipynb,https://api.github.com/repos/Atif8Ted/Backup,10879794,Backup,https://api.github.com/users/Atif8Ted
